year,provider,mission_type,budget_billion,success_rate,country
2007,France,Unmanned,49.68,0.73,France
2005,Japan,Unmanned,42.4,0.66,Japan
2018,Israel,Manned,23.07,0.88,Israel
2011,China,Manned,12.15,0.94,China
2011,USA,Unmanned,11.18,0.7,USA
2002,Russia,Manned,22.76,0.8,Russia
2002,UAE,Unmanned,40.26,0.62,UAE
2006,UAE,Manned,1.52,0.77,UAE
2022,UK,Manned,0.97,0.9,UK
2023,India,Manned,25.0,0.81,India
2013,Israel,Unmanned,34.75,0.6,Israel
2009,India,Unmanned,11.71,0.52,India
2018,France,Manned,28.94,0.56,France
2011,India,Manned,11.56,0.83,India
2020,Germany,Manned,44.89,0.97,Germany
2011,Israel,Unmanned,14.95,0.6,Israel
2016,Israel,Manned,29.59,0.91,Israel
2013,UK,Manned,1.66,0.89,UK
2008,Russia,Manned,38.03,0.6,Russia
2011,China,Unmanned,31.16,0.91,China
2000,China,Manned,18.75,0.73,China
2021,France,Manned,20.36,0.53,France
2009,Germany,Manned,10.38,0.69,Germany
2009,India,Unmanned,44.71,0.8,India
2015,India,Unmanned,11.79,0.75,India
2015,Russia,Manned,35.26,0.64,Russia
2021,Russia,Manned,2.17,0.83,Russia
2016,UAE,Unmanned,20.65,0.75,UAE
2017,Russia,Unmanned,36.49,0.72,Russia
2000,UK,Unmanned,6.1,0.54,UK
2000,France,Unmanned,38.01,0.67,France
2013,Japan,Unmanned,41.11,0.75,Japan
2003,China,Manned,28.2,0.92,China
2005,USA,Manned,4.64,0.79,USA
2002,UK,Manned,36.0,0.87,UK
2019,UAE,Unmanned,28.41,0.83,UAE
2014,Israel,Unmanned,37.92,0.67,Israel
2012,China,Manned,42.16,0.5,China
2000,Japan,Manned,10.5,0.91,Japan
2003,USA,Unmanned,16.78,0.66,USA
2002,China,Manned,22.19,0.53,China
2021,India,Unmanned,29.99,0.61,India
2014,USA,Manned,46.96,0.72,USA
2022,UAE,Manned,37.78,0.51,UAE
2000,ULA,Manned,40.82,0.92,France
2003,USA,Unmanned,12.84,0.96,USA
2014,UAE,Manned,14.63,0.53,UAE
2019,India,Unmanned,1.8,0.87,India
2004,Japan,Unmanned,9.58,0.56,Japan
2002,UK,Unmanned,34.72,0.51,UK
2018,UK,Unmanned,22.03,0.52,UK
2010,UAE,Unmanned,46.53,0.79,UAE
2009,Israel,Manned,21.05,0.9,Israel
2012,Israel,Manned,1.61,0.57,Israel
2022,USA,Unmanned,20.37,0.91,USA
2021,USA,Manned,26.84,0.6,USA
2022,Japan,Unmanned,21.21,0.68,Japan
2009,USA,Manned,6.13,0.71,USA
2010,UK,Unmanned,1.28,0.92,UK
2017,China,Manned,28.64,0.62,China
2000,UK,Manned,3.21,0.52,UK
2007,UK,Manned,32.75,0.81,UK
2024,Israel,Unmanned,9.77,0.54,Israel
2003,Israel,Manned,15.79,0.51,Israel
2020,Russia,Manned,42.23,0.7,Russia
2023,Japan,Manned,19.14,0.52,Japan
2015,USA,Manned,45.69,0.87,USA
2019,Israel,Manned,42.81,0.67,Israel
2009,France,Unmanned,42.7,0.86,France
2007,China,Manned,24.66,0.81,China
2012,Russia,Unmanned,44.77,0.74,Russia
2023,Japan,Manned,35.61,0.53,Japan
2014,Germany,Manned,5.61,0.82,Germany
2014,India,Unmanned,21.19,0.91,India
2009,France,Manned,32.86,0.77,France
2002,UK,Manned,24.52,0.77,UK
2025,India,Unmanned,22.89,0.55,India
2011,UK,Manned,25.63,0.93,UK
2020,Russia,Manned,47.4,0.85,Russia
2017,Russia,Manned,33.49,0.92,Russia
2011,India,Manned,29.07,0.61,India
2019,Germany,Manned,14.68,0.52,Germany
2015,Russia,Unmanned,7.06,0.68,Russia
2002,Japan,Unmanned,43.5,0.67,Japan
2014,China,Unmanned,6.22,0.86,China
2016,Germany,Manned,27.93,0.96,Germany
2020,Russia,Unmanned,8.88,0.52,Russia
2009,Germany,Manned,18.6,0.96,Germany
2018,France,Manned,16.93,1.0,France
2012,Russia,Manned,5.97,0.9,Russia
2013,France,Manned,23.59,1.0,France
2015,Russia,Manned,43.1,0.94,Russia
2018,Germany,Manned,27.93,0.5,Germany
2002,UAE,Unmanned,18.28,0.5,UAE
2015,India,Unmanned,13.63,0.87,India
2000,UAE,Unmanned,18.5,0.68,UAE
2024,France,Manned,27.79,0.8,France
2024,USA,Manned,2.72,0.73,USA
2012,ULA,Manned,13.91,0.78,UK
2003,UK,Unmanned,43.3,0.5,UK
2019,UK,Manned,42.35,0.78,UK
2008,UAE,Unmanned,33.47,0.8,UAE
2004,France,Manned,37.76,0.66,France
2016,France,Unmanned,34.65,0.72,France
2002,China,Manned,12.56,0.87,China
2010,ULA,Manned,1.46,0.6,France
2001,UK,Unmanned,12.93,0.54,UK
2001,China,Unmanned,18.13,0.58,China
2003,Germany,Manned,29.86,0.71,Germany
2002,India,Unmanned,45.34,0.66,India
2024,Germany,Manned,11.81,0.65,Germany
2016,Germany,Manned,4.39,0.73,Germany
2004,ULA,Manned,11.71,1.0,USA
2007,Israel,Manned,35.23,0.5,Israel
2004,UK,Manned,31.04,0.78,UK
2005,China,Manned,2.1,0.86,China
2017,ULA,Unmanned,24.63,0.87,USA
2019,Germany,Manned,46.2,0.94,Germany
2009,China,Unmanned,10.18,0.79,China
2000,ULA,Unmanned,25.22,0.92,USA
2023,Japan,Manned,46.08,0.6,Japan
2015,India,Unmanned,25.09,0.76,India
2013,Russia,Unmanned,1.73,0.78,Russia
2025,Israel,Manned,43.28,0.8,Israel
2023,Germany,Manned,4.67,0.57,Germany
2011,Germany,Manned,9.72,0.84,Germany
2021,USA,Manned,9.43,0.71,USA
2020,UK,Manned,49.5,0.93,UK
2020,Germany,Unmanned,21.2,0.56,Germany
2007,Germany,Manned,3.75,0.83,Germany
2024,UAE,Manned,18.8,0.68,UAE
2015,Russia,Manned,15.27,0.7,Russia
2019,China,Unmanned,42.33,0.53,China
2018,ULA,Unmanned,34.98,0.59,UAE
2011,UAE,Unmanned,7.34,0.96,UAE
2016,India,Unmanned,42.6,0.81,India
2004,UAE,Manned,24.05,1.0,UAE
2013,France,Unmanned,45.1,0.81,France
2013,India,Manned,19.78,0.96,India
2012,Germany,Manned,17.33,0.68,Germany
2014,Russia,Unmanned,38.94,0.63,Russia
2006,UK,Unmanned,18.03,0.81,UK
2003,Israel,Manned,16.98,0.72,Israel
2005,Israel,Manned,12.94,0.83,Israel
2013,Japan,Unmanned,45.63,0.91,Japan
2021,Germany,Unmanned,24.42,0.61,Germany
2009,UK,Manned,4.02,0.98,UK
2014,UAE,Unmanned,49.1,0.57,UAE
2003,France,Manned,44.64,1.0,France
2017,UK,Manned,45.65,0.97,UK
2023,Russia,Unmanned,11.82,0.54,Russia
2011,India,Manned,21.67,0.94,India
2022,USA,Unmanned,47.53,0.71,USA
2000,UK,Manned,10.99,0.68,UK
2023,Israel,Unmanned,16.26,0.71,Israel
2019,China,Manned,7.5,0.99,China
2006,USA,Unmanned,5.93,0.58,USA
2025,UAE,Unmanned,16.51,0.69,UAE
2010,India,Manned,37.71,0.61,India
2019,France,Manned,5.56,0.54,France
2002,China,Unmanned,45.58,0.67,China
2010,USA,Manned,14.86,0.7,USA
2015,UK,Unmanned,45.47,0.58,UK
2012,China,Manned,44.64,0.95,China
2012,France,Manned,25.79,0.91,France
2016,China,Manned,31.97,0.69,China
2013,UK,Unmanned,23.78,0.54,UK
2008,Germany,Unmanned,30.96,0.76,Germany
2021,India,Unmanned,30.85,0.89,India
2005,France,Unmanned,8.96,0.73,France
2008,China,Unmanned,8.86,0.57,China
2016,India,Manned,28.27,0.7,India
2024,China,Unmanned,42.48,0.81,China
2019,France,Unmanned,11.14,0.62,France
2007,Russia,Manned,7.45,0.56,Russia
2015,India,Unmanned,32.19,0.59,India
2011,UAE,Manned,16.01,0.79,UAE
2010,China,Manned,32.67,0.61,China
2022,China,Manned,26.76,0.75,China
2020,UAE,Manned,44.34,0.5,UAE
2024,Japan,Manned,45.07,0.78,Japan
2009,China,Manned,2.48,0.72,China
2009,China,Manned,29.2,0.92,China
2023,France,Manned,34.17,0.63,France
2022,Russia,Unmanned,9.21,0.67,Russia
2017,Japan,Unmanned,30.28,0.52,Japan
2011,Israel,Manned,35.63,0.72,Israel
2009,UAE,Manned,32.22,0.64,UAE
2024,UK,Manned,18.95,0.66,UK
2012,France,Manned,40.85,0.65,France
2007,ULA,Unmanned,5.41,0.8,Japan
2001,UK,Manned,36.82,0.92,UK
2000,China,Unmanned,43.6,0.61,China
2001,France,Unmanned,17.25,0.73,France
2021,Germany,Manned,27.73,0.8,Germany
2012,Russia,Manned,31.7,0.65,Russia
2012,Russia,Manned,8.32,0.84,Russia
2004,Japan,Unmanned,13.88,0.62,Japan
2016,USA,Manned,6.82,0.79,USA
2020,Israel,Manned,0.96,0.9,Israel
2008,Germany,Unmanned,36.17,0.93,Germany
2017,China,Unmanned,29.7,0.99,China
2007,Germany,Manned,9.58,0.95,Germany
2003,Israel,Manned,29.84,0.52,Israel
2020,France,Manned,8.34,0.6,France
2020,Russia,Manned,48.37,0.73,Russia
2009,Israel,Manned,19.6,0.52,Israel
2008,China,Manned,39.55,0.86,China
2017,India,Unmanned,26.83,0.89,India
2003,Germany,Manned,13.52,1.0,Germany
2007,France,Manned,3.29,0.7,France
2019,ULA,Unmanned,28.69,0.91,UK
2018,Russia,Manned,26.38,0.89,Russia
2005,USA,Unmanned,45.89,0.91,USA
2001,France,Manned,40.89,0.9,France
2002,China,Unmanned,19.65,0.72,China
2009,UAE,Unmanned,38.5,0.89,UAE
2024,UAE,Unmanned,41.3,0.97,UAE
2022,UK,Manned,45.47,0.9,UK
2022,India,Unmanned,29.73,0.92,India
2007,India,Manned,49.15,0.57,India
2018,USA,Manned,44.14,0.68,USA
2007,UK,Manned,9.33,0.93,UK
2009,India,Unmanned,49.75,0.9,India
2013,USA,Manned,28.1,0.64,USA
2013,China,Manned,10.13,0.77,China
2004,China,Unmanned,11.86,0.94,China
2008,France,Unmanned,26.4,0.59,France
2006,UAE,Manned,24.09,0.83,UAE
2000,Japan,Unmanned,29.95,0.57,Japan
2007,Israel,Unmanned,36.09,0.98,Israel
2015,Israel,Manned,19.83,0.59,Israel
2005,Israel,Unmanned,18.2,0.63,Israel
2003,Russia,Unmanned,40.47,0.56,Russia
2009,UAE,Unmanned,6.87,0.5,UAE
2016,Israel,Unmanned,26.89,0.67,Israel
2011,UAE,Unmanned,31.99,0.83,UAE
2002,Japan,Unmanned,13.49,0.7,Japan
2020,India,Manned,32.14,0.98,India
2023,Japan,Unmanned,5.68,0.8,Japan
2007,UK,Unmanned,37.11,0.89,UK
2024,Russia,Manned,43.6,0.96,Russia
2020,Japan,Unmanned,30.59,0.96,Japan
2013,UK,Manned,16.33,0.68,UK
2013,Japan,Manned,33.66,0.58,Japan
2002,France,Unmanned,47.48,0.91,France
2022,USA,Manned,5.84,0.81,USA
2016,Japan,Unmanned,28.2,0.85,Japan
2018,Israel,Unmanned,17.93,0.68,Israel
2017,France,Manned,9.7,0.7,France
2005,Japan,Unmanned,20.51,0.69,Japan
2022,ULA,Unmanned,4.59,0.52,China
2022,Russia,Manned,28.36,0.7,Russia
2014,China,Unmanned,3.6,0.87,China
2014,ULA,Unmanned,25.36,0.85,UAE
2006,ULA,Unmanned,46.7,0.97,China
2016,Germany,Unmanned,1.1,0.93,Germany
2011,UAE,Unmanned,12.63,0.96,UAE
2021,Germany,Manned,41.37,0.87,Germany
2000,France,Unmanned,30.85,0.89,France
2025,France,Manned,8.73,0.54,France
2020,Germany,Manned,42.92,1.0,Germany
2016,Germany,Manned,2.28,0.88,Germany
2014,Russia,Unmanned,3.82,0.69,Russia
2021,India,Manned,25.5,0.89,India
2001,USA,Manned,41.16,0.63,USA
2004,UK,Manned,4.29,0.81,UK
2022,France,Unmanned,4.83,0.83,France
2009,Russia,Unmanned,23.08,0.52,Russia
2022,Japan,Manned,8.0,0.94,Japan
2005,India,Manned,11.67,0.78,India
2000,China,Manned,43.17,0.62,China
2021,Israel,Manned,6.13,0.98,Israel
2025,China,Manned,27.0,0.77,China
2006,India,Manned,27.75,0.9,India
2016,Russia,Manned,36.09,0.83,Russia
2014,Japan,Unmanned,16.77,0.61,Japan
2006,Russia,Unmanned,24.17,0.83,Russia
2008,France,Unmanned,34.5,0.59,France
2006,UK,Manned,11.94,0.78,UK
2006,Israel,Manned,16.09,0.57,Israel
2015,USA,Manned,15.9,0.86,USA
2003,China,Unmanned,17.39,0.79,China
2007,Israel,Unmanned,29.09,0.63,Israel
2020,USA,Manned,48.57,0.56,USA
2017,UAE,Manned,40.42,0.89,UAE
2003,France,Manned,7.43,0.52,France
2010,China,Manned,6.47,0.52,China
2020,UK,Unmanned,25.84,0.5,UK
2005,UAE,Unmanned,20.3,1.0,UAE
2017,France,Unmanned,45.54,0.59,France
2023,Germany,Unmanned,23.87,0.84,Germany
2014,France,Manned,15.64,0.81,France
2014,France,Manned,15.39,0.79,France
2024,ULA,Unmanned,34.98,0.94,India
2005,Israel,Unmanned,37.07,0.78,Israel
2001,Israel,Unmanned,41.08,0.62,Israel
2006,Germany,Unmanned,9.37,0.99,Germany
2025,Israel,Unmanned,18.52,0.84,Israel
2009,Japan,Manned,16.94,0.97,Japan
2025,UK,Manned,39.79,0.83,UK
2004,India,Unmanned,12.64,0.82,India
2000,Russia,Manned,6.68,0.65,Russia
2019,Japan,Unmanned,31.13,0.61,Japan
2023,UK,Manned,11.69,0.88,UK
2014,UK,Manned,2.78,0.76,UK
2008,UAE,Unmanned,4.09,0.79,UAE
2013,China,Manned,11.51,0.89,China
2007,Russia,Unmanned,21.29,0.72,Russia
2011,UAE,Manned,44.66,0.67,UAE
2024,UK,Unmanned,39.77,0.76,UK
2016,Russia,Manned,4.45,0.61,Russia
2004,Israel,Unmanned,12.3,0.57,Israel
2002,China,Manned,42.51,0.59,China
2000,France,Unmanned,46.44,0.54,France
2009,China,Manned,49.97,0.55,China
2007,Russia,Manned,23.79,0.94,Russia
2010,Israel,Manned,2.54,0.51,Israel
2002,UAE,Unmanned,14.3,0.5,UAE
2022,India,Unmanned,11.37,0.95,India
2004,UK,Unmanned,17.83,0.88,UK
2013,Russia,Manned,33.1,0.7,Russia
2001,China,Unmanned,27.53,1.0,China
2019,France,Unmanned,33.84,0.64,France
2025,UAE,Unmanned,17.98,0.53,UAE
2009,UK,Manned,18.27,0.83,UK
2017,UAE,Manned,16.81,0.53,UAE
2011,India,Manned,13.67,0.94,India
2021,UK,Unmanned,16.45,0.94,UK
2017,Israel,Manned,40.49,0.51,Israel
2022,Germany,Unmanned,6.06,1.0,Germany
2000,Israel,Manned,40.65,0.87,Israel
2003,Israel,Unmanned,10.92,0.96,Israel
2016,France,Unmanned,21.81,0.66,France
2000,UK,Unmanned,30.79,0.91,UK
2024,China,Unmanned,27.25,0.58,China
2003,France,Unmanned,5.18,0.78,France
2020,Israel,Manned,39.65,0.78,Israel
2002,UK,Unmanned,9.58,1.0,UK
2013,Russia,Manned,6.68,0.89,Russia
2023,UK,Manned,31.38,0.9,UK
2005,China,Unmanned,48.08,0.59,China
2020,UAE,Unmanned,10.87,0.78,UAE
2002,USA,Manned,28.37,0.51,USA
2004,China,Manned,39.33,0.88,China
2017,UAE,Unmanned,22.29,0.98,UAE
2019,Japan,Manned,18.44,0.91,Japan
2018,China,Unmanned,24.11,0.65,China
2005,Israel,Unmanned,12.25,0.98,Israel
2021,USA,Unmanned,31.0,0.64,USA
2010,UK,Unmanned,13.79,0.72,UK
2003,Germany,Unmanned,38.33,1.0,Germany
2021,Russia,Unmanned,39.27,0.64,Russia
2012,Japan,Unmanned,38.99,0.72,Japan
2003,Germany,Manned,27.82,0.95,Germany
2021,UK,Unmanned,0.96,0.71,UK
2016,Japan,Unmanned,18.09,0.65,Japan
2019,UAE,Unmanned,41.32,0.94,UAE
2001,Germany,Unmanned,22.69,0.83,Germany
2018,France,Unmanned,35.88,0.6,France
2001,India,Unmanned,46.86,0.65,India
2007,USA,Unmanned,29.9,0.65,USA
2015,China,Unmanned,25.1,0.98,China
2011,USA,Unmanned,36.06,0.98,USA
2005,USA,Manned,33.57,0.78,USA
2001,India,Unmanned,4.24,0.53,India
2021,India,Manned,30.59,0.78,India
2009,Japan,Manned,45.73,0.68,Japan
2011,ULA,Unmanned,8.7,0.98,Japan
2009,India,Unmanned,42.22,0.65,India
2021,Russia,Manned,41.47,0.69,Russia
2018,UK,Unmanned,41.93,0.63,UK
2001,France,Unmanned,16.05,0.8,France
2012,Russia,Manned,35.89,0.62,Russia
2010,Israel,Manned,41.4,0.95,Israel
2008,France,Manned,47.5,0.97,France
2018,UK,Manned,10.13,0.53,UK
2011,India,Manned,37.27,0.94,India
2000,India,Unmanned,17.27,0.9,India
2000,Israel,Unmanned,27.59,0.86,Israel
2013,USA,Unmanned,36.45,0.62,USA
2011,UK,Manned,8.0,0.75,UK
2004,ULA,Unmanned,3.76,0.95,China
2014,France,Manned,30.55,0.62,France
2016,USA,Unmanned,19.15,0.56,USA
2008,France,Manned,15.25,0.84,France
2004,UAE,Unmanned,6.98,0.78,UAE
2020,France,Manned,12.19,0.6,France
2013,USA,Unmanned,5.05,0.62,USA
2021,Israel,Unmanned,19.42,0.69,Israel
2025,Germany,Manned,8.14,0.89,Germany
2022,UK,Manned,9.44,0.8,UK
2004,India,Unmanned,9.74,0.55,India
2007,India,Manned,44.84,0.82,India
2021,Germany,Manned,9.86,0.85,Germany
2018,UK,Manned,37.54,0.59,UK
2002,UK,Unmanned,34.81,0.82,UK
2003,Germany,Unmanned,17.57,0.6,Germany
2000,India,Unmanned,22.34,0.97,India
2007,UAE,Manned,24.02,0.9,UAE
2022,USA,Manned,29.03,0.77,USA
2018,Germany,Unmanned,33.12,0.63,Germany
2011,Russia,Manned,1.08,0.57,Russia
2022,Russia,Unmanned,48.28,0.88,Russia
2006,Germany,Unmanned,13.93,0.52,Germany
2005,China,Unmanned,41.15,0.91,China
2022,France,Unmanned,12.73,0.66,France
2000,Japan,Unmanned,5.61,0.73,Japan
2003,Russia,Manned,38.27,0.55,Russia
2006,China,Unmanned,20.44,0.72,China
2013,Japan,Manned,29.41,0.69,Japan
2005,USA,Unmanned,21.7,0.9,USA
2011,Israel,Unmanned,49.39,0.68,Israel
2022,Germany,Unmanned,47.6,0.56,Germany
2021,India,Manned,28.43,0.92,India
2021,Germany,Unmanned,1.48,0.77,Germany
2004,China,Unmanned,4.79,0.88,China
2019,UK,Unmanned,45.85,0.91,UK
2014,France,Manned,37.78,0.94,France
2025,USA,Manned,39.84,0.54,USA
2017,UK,Unmanned,5.81,0.95,UK
2022,UK,Unmanned,11.08,0.65,UK
2020,Japan,Manned,37.95,0.9,Japan
2022,Israel,Unmanned,13.75,0.68,Israel
2003,France,Unmanned,15.02,0.92,France
2005,Japan,Manned,12.33,0.54,Japan
2003,UAE,Unmanned,15.42,0.65,UAE
2016,France,Unmanned,32.33,0.86,France
2018,ULA,Unmanned,26.64,0.58,India
2002,Japan,Manned,21.94,0.93,Japan
2025,UK,Unmanned,1.83,0.73,UK
2023,UK,Manned,46.98,0.65,UK
2017,Russia,Manned,36.28,0.76,Russia
2018,UK,Unmanned,6.06,0.57,UK
2006,Russia,Unmanned,12.71,0.77,Russia
2004,Russia,Manned,11.18,0.57,Russia
2007,UK,Unmanned,19.42,0.9,UK
2014,Israel,Manned,42.96,0.75,Israel
2023,India,Manned,19.11,0.54,India
2023,USA,Manned,35.86,0.99,USA
2003,Russia,Manned,17.93,0.92,Russia
2012,UAE,Unmanned,47.72,0.72,UAE
2025,Israel,Unmanned,8.9,0.54,Israel
2023,USA,Unmanned,35.55,0.68,USA
2003,Germany,Manned,16.02,0.9,Germany
2011,China,Manned,34.04,0.53,China
2013,Germany,Unmanned,30.38,0.65,Germany
2000,Japan,Unmanned,13.08,0.85,Japan
2019,Japan,Manned,16.17,0.94,Japan
2000,UAE,Manned,12.2,0.81,UAE
2016,Japan,Manned,2.51,0.86,Japan
2022,China,Manned,41.83,0.66,China
2012,Germany,Unmanned,21.46,0.95,Germany
2009,USA,Manned,12.39,0.91,USA
2021,France,Manned,3.02,0.52,France
2012,UAE,Unmanned,38.51,0.59,UAE
2007,India,Unmanned,7.88,0.85,India
2022,Israel,Unmanned,45.43,0.5,Israel
2013,UK,Unmanned,17.74,0.84,UK
2002,China,Manned,10.84,0.91,China
2025,Japan,Manned,3.63,0.74,Japan
2022,Germany,Manned,23.55,0.6,Germany
2008,India,Unmanned,24.74,0.55,India
2017,Israel,Manned,0.88,0.85,Israel
2009,France,Manned,49.22,0.85,France
2003,France,Unmanned,28.47,0.58,France
2006,Germany,Manned,29.53,0.72,Germany
2002,Japan,Manned,20.05,0.69,Japan
2006,USA,Manned,1.58,0.7,USA
2017,Russia,Manned,47.75,0.57,Russia
2011,Israel,Manned,39.15,0.93,Israel
2007,UAE,Manned,39.65,0.51,UAE
2025,UK,Unmanned,6.07,0.93,UK
2007,France,Manned,28.04,0.54,France
2022,Germany,Manned,2.38,0.84,Germany
2006,Russia,Unmanned,25.44,0.99,Russia
2014,France,Manned,41.42,0.9,France
2014,Japan,Unmanned,40.82,0.86,Japan
2014,UAE,Unmanned,41.97,0.67,UAE
2001,France,Unmanned,9.24,1.0,France
2025,Russia,Manned,13.92,0.96,Russia
2021,France,Unmanned,40.16,0.65,France
2001,Japan,Unmanned,29.0,0.74,Japan
2004,UAE,Unmanned,44.31,0.57,UAE
2008,Germany,Manned,6.32,0.55,Germany
2010,China,Unmanned,33.56,0.81,China
2017,Germany,Unmanned,11.43,0.85,Germany
2008,UAE,Unmanned,8.42,0.51,UAE
2005,UAE,Unmanned,45.37,0.85,UAE
2025,ULA,Unmanned,23.2,0.9,Israel
2021,Russia,Unmanned,43.9,0.87,Russia
2019,USA,Unmanned,8.4,0.95,USA
2021,USA,Manned,46.94,0.85,USA
2006,UAE,Manned,49.51,0.97,UAE
2012,Russia,Manned,41.28,0.57,Russia
2000,India,Manned,3.27,0.63,India
2010,Germany,Unmanned,2.96,0.6,Germany
2018,Russia,Manned,29.2,0.86,Russia
2009,France,Unmanned,10.1,0.81,France
2001,Japan,Unmanned,25.85,0.77,Japan
2022,USA,Manned,10.32,0.86,USA
2019,India,Unmanned,10.73,0.67,India
2018,USA,Unmanned,37.48,0.86,USA
2003,Russia,Unmanned,33.18,0.72,Russia
2025,France,Unmanned,24.74,0.87,France
2015,China,Manned,44.84,0.79,China
2011,Germany,Unmanned,5.34,0.68,Germany
2001,UAE,Unmanned,4.26,0.61,UAE
2009,USA,Unmanned,29.46,0.7,USA
2022,Israel,Manned,33.25,0.6,Israel
2002,Japan,Unmanned,48.84,0.68,Japan
2025,UK,Manned,7.91,0.6,UK
2011,USA,Manned,24.81,0.65,USA
2014,Germany,Manned,9.43,0.85,Germany
2025,Germany,Unmanned,2.31,0.66,Germany
2011,USA,Manned,0.97,0.91,USA
2015,Russia,Manned,23.43,0.85,Russia
2016,Israel,Unmanned,7.26,0.63,Israel
2012,China,Manned,13.53,0.87,China
2014,Russia,Unmanned,8.22,0.95,Russia
2016,China,Manned,43.74,0.91,China
2024,China,Unmanned,26.6,1.0,China
2009,USA,Manned,46.49,0.77,USA
2022,India,Unmanned,40.22,0.62,India
2018,UK,Unmanned,18.27,0.97,UK
2004,USA,Unmanned,22.05,0.82,USA
2009,Israel,Unmanned,33.8,0.74,Israel
2000,Japan,Manned,10.78,0.97,Japan
2003,ULA,Manned,37.2,0.8,France
2013,Japan,Manned,23.02,0.53,Japan
2014,France,Manned,34.36,0.8,France
2021,China,Manned,14.41,0.92,China
2024,Israel,Unmanned,17.65,0.89,Israel
2015,China,Manned,4.93,0.65,China
2019,Germany,Manned,41.81,0.85,Germany
2017,Russia,Unmanned,19.56,0.68,Russia
2007,ULA,Manned,8.35,0.86,India
2020,Israel,Unmanned,17.22,0.5,Israel
2013,UAE,Manned,44.8,0.81,UAE
2009,France,Unmanned,35.21,0.55,France
2008,UK,Unmanned,13.7,0.84,UK
2022,Israel,Manned,25.52,0.85,Israel
2007,India,Manned,33.15,0.68,India
2023,UAE,Manned,8.82,0.67,UAE
2024,USA,Unmanned,34.04,0.75,USA
2008,UAE,Manned,22.62,0.74,UAE
2005,USA,Manned,10.38,0.51,USA
2006,France,Manned,7.87,0.81,France
2007,France,Manned,26.44,0.84,France
2006,Germany,Manned,26.97,0.82,Germany
2001,USA,Manned,41.25,0.51,USA
2010,UAE,Unmanned,4.79,0.93,UAE
2004,UAE,Manned,10.49,0.55,UAE
2020,ULA,Unmanned,28.21,0.87,Israel
2016,UK,Manned,34.64,0.68,UK
2015,UK,Unmanned,34.12,0.5,UK
2014,France,Unmanned,5.0,0.68,France
2001,India,Unmanned,16.46,0.57,India
2015,UK,Manned,28.13,0.95,UK
2008,Israel,Unmanned,21.3,0.83,Israel
2012,Japan,Manned,43.09,0.73,Japan
2022,UK,Manned,37.91,0.55,UK
2008,China,Unmanned,3.17,0.68,China
2006,Russia,Manned,0.85,0.73,Russia
2022,Japan,Unmanned,5.31,0.87,Japan
2022,France,Manned,37.06,0.6,France
2012,USA,Unmanned,10.86,0.7,USA
2004,China,Manned,16.7,0.6,China
2005,China,Unmanned,48.71,0.76,China
2015,France,Manned,32.36,0.7,France
2004,China,Unmanned,8.78,0.71,China
2001,UAE,Unmanned,1.93,0.9,UAE
2009,UAE,Manned,38.92,0.78,UAE
2005,Israel,Manned,37.67,0.76,Israel
2006,China,Manned,48.28,0.95,China
2013,UAE,Manned,36.12,0.98,UAE
2003,Russia,Unmanned,45.83,0.82,Russia
2017,Russia,Unmanned,33.17,0.89,Russia
2011,USA,Manned,42.82,1.0,USA
2002,UAE,Manned,11.75,0.6,UAE
2008,India,Manned,42.55,0.71,India
2004,China,Unmanned,25.84,0.7,China
2018,Israel,Manned,36.71,0.61,Israel
2000,Israel,Unmanned,20.27,0.66,Israel
2012,Israel,Manned,15.17,0.78,Israel
2024,ULA,Unmanned,12.38,0.73,Germany
2006,UAE,Unmanned,23.3,0.56,UAE
2022,Japan,Unmanned,14.89,0.78,Japan
2011,UAE,Manned,22.49,0.64,UAE
2015,China,Unmanned,24.79,0.84,China
2023,Germany,Unmanned,17.17,0.51,Germany
2021,France,Manned,47.11,0.98,France
2012,UK,Manned,0.62,0.53,UK
2018,China,Unmanned,46.9,0.58,China
2007,France,Manned,30.25,0.82,France
2003,Israel,Manned,21.75,0.76,Israel
2007,India,Manned,24.88,0.54,India
2012,UAE,Manned,10.79,0.86,UAE
2008,China,Manned,15.13,0.72,China
2022,India,Manned,3.81,0.82,India
2000,France,Manned,36.4,0.55,France
2019,Japan,Manned,24.46,0.83,Japan
2012,Germany,Unmanned,5.3,0.86,Germany
2021,UK,Unmanned,17.59,0.61,UK
2000,UK,Manned,31.46,0.93,UK
2016,UAE,Unmanned,31.41,0.86,UAE
2014,ULA,Unmanned,3.77,0.84,India
2024,UAE,Unmanned,26.55,0.92,UAE
2024,Japan,Manned,15.62,0.89,Japan
2012,Russia,Unmanned,25.54,0.88,Russia
2013,France,Manned,28.8,0.89,France
2000,USA,Manned,41.13,0.96,USA
2017,Japan,Unmanned,24.68,0.64,Japan
2006,USA,Unmanned,14.56,0.58,USA
2006,Israel,Unmanned,27.37,0.8,Israel
2011,Germany,Manned,18.48,0.7,Germany
2001,Israel,Manned,28.93,0.63,Israel
2001,UAE,Manned,34.81,0.78,UAE
2021,India,Unmanned,38.15,0.83,India
2002,UK,Unmanned,5.8,0.55,UK
2007,Israel,Unmanned,8.78,0.51,Israel
2006,Japan,Manned,27.85,0.64,Japan
2014,France,Unmanned,42.79,0.77,France
2014,France,Manned,7.02,0.58,France
2003,Israel,Manned,34.18,0.88,Israel
2008,China,Unmanned,44.62,1.0,China
